"","V1"
"6257","CACCCCBDBDCBAABACDDCDDABBBBBAAABDBCBBBDACCDCACDDDDAAABCCAABABABACDAADBCCAACBDDBDBDCCBCAABBBBDCCBCAABDACBBDDDDABADACADDCACDDBBCDDBCACDDABCABADAACDAACADBCACBDADCDBDBCBCCBABDABADDBADBAABCBCCBDCBBDDDCAACB"
"6258","ACBBCBCCCCBABCDABDCBABABBAAADDBDBBABCDBABAADDDADCDABDADDBBCDCBDCDABBADCDBACCADCBAACCBDABBCBBDDBDBDACBDBBDACBBCCCCCDCDCCBCBDCBABACACBCDAACDBBDBABBDDDDCDBBBBACCCDCDCABBBABBCBDBDAABDAADDCCDDADBDACDCDCADC"
"6259","ABDDBACBCDCCCAADCABDCBACDABBCBABACCABDDACBCDDCCBACCDCBBBCCABBBDDBAADBBDDCBDBCADDDCADBDCCCBAADCBDBDBDCBBDCAADACCDADACCADCADDBDCCBCCDCCAABBDACBDDADBDDDABCACDDDDCABBACDBCDDCDBACDAABDBCCADADBDABCACACAAADC"
"6260","BDDCCAADDABACBCDCACBCACBCBAABBDCACDDCCDBAABBCCABCADDACAABACBDBDAACBDABCDADDDADDAAACDBDCADCABCBCAABBDABDADABACDACCADDBADCDDDABBBBDABACAABDABDCBADCDABDAACDDBABDADAADCAADDBBDBBCDADBADCDDDADDDDACBCBDBAADB"
"6261","BACACBDACABBCDCBDBCADBCACCBCDDBBDBBCAAAADBDADBCDBDDDAABDBDCDDCACBBBBCCADDBACABCDCCBCBBADBAABCDDDBADDDADDDDDDADCCDBDCBDCADCDDBABDDBBCDDCBDABCDCABDADBAACCBADBDCDDADBBBDDABDDBBAAABBABBDBDDCBBBAABBDADCACC"
"6262","BDDCBDDCCCABCBBBCCCCCAADABCCBDDDBBADDDAAAADCCBBBCADADADBAAACBBBBCADDBCADDADCACDABDBAAABBBADDAACDDABDCCBCADCBADDBADDBBBBBADDACDBCABCDCCBDABACCCDBDBABDAAACACBCDCCBACCACCABBADDCABACADDBCBCBBABCADABBADBBA"
"6263","CDCCDADAADDCBADBDBCADACDBCADBDDDABADBDBDABDACDADCACBACDCCBBDCDDBCDCCADDDBCDADDBACDCCBBDABCCABCBDCAAADBBCDCBADABADBBBBBBACCCCCDBBAADDCBADADBBAADDCADBDDBDCABDCADCAADABCCCCCCBCBACBACBBABADCBDBABCBCDCACBC"
"6264","BACDCACCADCCCCACBBABCBCBACCBBDAADCDDBBACBAACCCABDCBCDBDDDDABBCACDDBAABCABCABADCBCCDBBCAADCADADCAAADCABACDADBBCCABBCCBADACCABBCCBCBADADCCCBABCCACDBCDBBCDBBBBDCBAABAABBAAABCCACBBBDAAADDBDCADBBDBBACABCCD"
"6265","CACDDBADAACDDCAAABCCBCDDBBCCAAABABCBBADDCDAADBCDBCDDCABCDCBDDCCBADDBCCAABDBDABDADBABDCBBCACBCBCBDDCBDADADCACAACDBAAADDCABCABACDCACBDBCCDDAADAAADBAADAACDDCBCCDADAACBDABBBABABCAABCCAADAADBBCDCAADCBABDBA"
"6266","ACDAAAABACBBBCDADABCAACADDDCBACAADAAAABBABCABADBCDCBDCBCABBAAAADBBBDDABAABDDACCDBDBAACBDCBACBCBDBCCABACCCCAABCDBAAACDDBACCBBADDDACCBABDBCCAABBBABCCDBBDCAAACABDBCABACAACBCDAABABABDBADBBBBCABDDBDADADDCD"
"6267","ADCCDADDAAADACABABDBABDBDDBADDABBADDBCCBDAAADDBAABDBBDCBDCDCAABDBDDCAABDBACCDDBBDDCBCBCDCCBDCCBCBBDABACCBDBDBAACBBBBDADAADBADCDAADCABCCDCADBDCCCCCDACBCDCCCABBDCBBDADCBBADABDCDCADAADBABCBADBADADCBDDBCC"
"6268","BDADBCBADBDABACDCDBCBAADDDCBACCDBCBADACDACCDCACCDAADBBADACBCBDCCDCABBBDCACBBDCBABBDACACDADAADDCCACBACDDDCCDADDCBADCCACBDBAABACADDBBBBCCACACCCBCBCAABBDADCBBDBACADDAABCBBDCABBDDBACBDABCCDBCBDCAACCABBBCB"
"6269","ACDDDDBDBBCBABCDBCCADCDCAAACBCCDAADDADDDCBCBBBBAAADCCADAADDDDDACDBBCABBDBDCDBCACDABBBDBDCBBACCDBCCBBDCBBCBDCBAACCBBDDDADCBCCBADDDCDACACCCBBABBDCDDBDDADBBDBCBAAACDCDDDACCAAADACCABBCDDBDCDDCCDBCCCBCBAAA"
"6270","DDBABCCCCABACBACBCDBDBDCCBCDCBBDBBBDABBCADBCDCBADCCDBDDBDBBDAAAAACAAADDCCDAADCBABCACCDCCBADADDACBCDBDBDABDBACACCBBDCBCDCABACBBADCABBDDAAADDDCCDBCDDADCCACDCDAABCCCBDBADDBDBBDBBDDABDBCBCABBAABDACAACACAB"
"6271","ACBDBCDBBDBDDADCADBBCBABCDACBABADABACBCADCACAACBCCBABDDBBACABADABABDBCBBCDBBDADCDBBCDBCCBCDCCDDAAACBDAACBBBBBBADABBAABABDBCBCBCBDDBDCCDBBADDDDCAAABDDBDCABABCCBCBCBCBBBDCADBACCBACACCDDCAADABBAADBDACBDB"
"6272","BDBAABBAACBCDADCCADCBCCCDDDCDDADDBBCCDCDDBBCAAAADBBADADACACADCDCDCCBDADBADCCAAACCBCBDDBCBACBDDCCACBCBBDADDCCDBDBDCDDCDDBACAACACCCCCAACBCBCBBCDBCABBBBDCDDBDCBADBAABACBABBCDCCDADBBCCABDDCBABADACDCDDCABD"
"6273","ABABCBCBADBDBCDCCCDBCDDBDACAABBDDAACBCAABDABDAACDACACABCABCCDAAAACDDCCBDACBAACBDDCDCDDAACBDBDBDDCABBACBDABBCABDBCBCDBCCCBAADCBDBDDAABBDBAADCCABDABCADADABDCBBBCDACAAAAABBCBCCDBAACACADCBABBDBBAADDDDCDDA"
"6274","BDADDCABCAACDBDACDADCBBCBCCBABADABCACCAAADCDCACBCABCDDCBACDBDDCCCBBDCBCCBCCACDDCDDAADABCBDCDBBBBBACCBCDACBBAABCADACCDCBACDBCBDBCDDCCADABDDABDDBCCBCCDBCAACDDCBDDACDADBDABDBAACABBDCDBACCABCBBBAADDAADACC"
"6275","ABCBACDDDCCDAAABAAABBDBABBCBBABACADACDDDBCABCAABDAACADCCBBABBBCBBADBBDADDCCCCBADBAABABAADABCAABBBDABDDCBCDCACBDDACABDBACCACABDDBAAADBDABCAABBBACCBAAAACABBDCADCDBCDDDCAAAAADBDDDAADCCAACBDBBAABABCACCABA"
"6276","CCCACBBCACBCBCBCABBCABADBCCBDCADAADCACBDBBBBDABCDDACCCDAACACADABAABBBACDCADBAACCDBBDCCDABDABDCCACBDADBDADBBADCAAAACBDABACDCDCBBDCDCACCCBCCACDDDBADBBACACDDDBCDDACCBBAACBCBCCBACBACDCCBCADBBBBABCCBAAAADD"
"6277","BBADBACBCDBBABCDAABCBABDCCBAACBBBBCCAADDCBAABCACCDADBCADDBDBDBACDDDADBBDBCCABACBCBABBDCCBAACBCCBBBCCADDCCABCCBAAABACCDCCABABCADBBABCCDBCBCBDDCADBDCACDBCADBAAABDCCAAADDBCCCDCCDBBBACBCADBBACCDCCCDDCDBAB"
"6278","CDCBBCABACCDBBDBDCCCBBBDACDBCBDABDBABCCADCACDCCDCDBCACCADBDADAACCAACBCBCCDBDCCDADBCCCCCACBADBCABDBCAABCDCAACBBCAAACBCBBDAACCAACCAADDCCABACACDDABADCCDBCBBDBABBCADBDBABDBCBDACBDDCCDADCBAADBADACBCBDBDBCD"
"6279","AABCDDBBAAADBAACACDDAADBDADADCBACDADDADBACACABABCCAABBDCDAAACCDCCBADBBBBADCAAABABACACCBACBDBBBCBADDAAADCBDCCABDDDDDACACBCCCDACBDCCCCBBCCAAABACAADADCBADBAADBBABCABCCBCBACCACCCBBACBBBDBBDCCBBDBCDDCDBBAC"
"6280","BCCCBCCADCADBBDBBDDDABAACCDCBACBADCCDCADBDAABDDABBBDBBDCCDCABCCBBDBDDBDCDDACDDDDACBBCDBDACBCADBDACBDBDBDABBDBBDDBCCDCBDABDDACBDABABDADCCBDADBABDABCCACCBBDDCBBDBBABDCACBDAABCBCBACCCDDBCABCCBADBCDADCCCB"
"6281","DCADDCDABBBDBACDADCCDBADBDDBBBAADBDDBDCCDACDBBABDBCDCDAABDCCDCBCACCACCBDCDDCDCCADCAABDACAAAADDBDCDDACBBACBCBBCCCDADDCBCBBBADDCDACDDABBBBCDCDDACBDBACCDBDBDDBDDAADCCBAACDDBDDACBDCBCCAACDBDBAADCDBAABABDA"
"6282","ABDADDADDBDCACCDACCADDBBCABBADDCBACCDCCAACCCADACCBDDDCCDCACCCDDDBADDDCCCDBCBBBABCCAACCAADBCDCDACCDBCDCABCAABDACABADCAABCBACBBBBACCAACACACBCABCABBBBBDBCCBCCABDCDABCDABDDACBBACCBCCCBABBBDDCADCDDCDDDCADB"
"6283","CADCABDADCAAACADBDDBDCABBACCCCBBAAABDBDBACCBBADCDCBDBABBDCDCDACBAACDAADAACABDDBCCCBBADCBDADDBCCCDAABCDDBCADCAACCBBBCBCBDCCBCAACACAACDDBACAADCBCABCAAAAABDDACDBCDCBABCBACBDBBDABDDBACBBBADBCCACADADCCCDAD"
"6284","BAAACBACCDDCBADBADDDCBABDDACDDCCDABCACABBBCAABDCACBCCDCDABCDCBDADDCDDDCBDCCCBCBAAABABDDDCBADCADDABDCDBBBDCCBCCBDBDDBBCDDBCACBAAABACBABAACACABCBAADDBCBABCCBADBACCDBAAAACACBCDBCDBADDDAADCCAACACCDCBCCAAD"
"6285","CAACDDBBCAAAADCBDACBACBBBDAACABCABCBCDBBDADDBABADDDCAADDCAADDDBDADBBADAADBBAABDADBCADADABDDBADAAACCBDDBDCBADDBCABDDDADBDDDBCBBCADDDABBACCABBACDCABABDDBCCDBCACCBDBBCBACADACDCBADADCDCDADADAACDBDCDDDADAC"
"6286","BADCAACDBBADBBCABACDDADBBBCBAADBCDCCDCABCDCBCBBABDCDDADCCDADACACDBBCCDBBBACCCDBBBDDDADCADCABDCCACDDCCCCBBBBAACCBCDDBACAAADBDDCBAAACDDACDBDCBBBCAAABBACBADCCCDAAAAACCBCACBBBCDDBBABABCCACAADCBDCBDDCADDBA"
"6287","CCCADAAAABDDDCADDDABCDBACAABCCBCDADDACAAADBADAADBBCCDCCDADCDABABDACBCADBBADDBBCDABAAABDADBDDBBABCDDCBDAACDACBDDDDCDCACDBAABBCBADABAACDBADCBCCCDAACCACDABCDDDCDDDDBDDBBBBADAACDBCDBCCDDCACABDCCCCCABCDADC"
"6288","ACCACBBBCBCDDDDCCACBDBDDBCDDDCBDDDDAAABCBCBAADACDBABACDADCBCADBACBDCCBABBBACCCCDCCDCCDCCBCACCDADACAACABBDCCBDACDDBDCBBBDCDADCCCCADDDCCADDCBBDDADCDCBCCDDCBAAADCBBDAABBCCDABDBABCCDABACDABACBCAABACADBCBD"
"6289","ACDBBADBCBDDDADADBCADBAAAACBACACBBCBDDDABBCCAAABCBADCDDCCBCDDDCBACBCBBCCBABDBBCAADACDBADDDCDCAADBDBDDCDACCBCCDABDBBCDBABBCCABDDADCAAADBABBDADCAACDADCDBCDADADCAADACDCDDBCBABBABABCDDBCDBDCDBBDBBACDBBAAB"
"6290","BCACBDCCADBCBCBDDBDABABBBBDBDABCDDAABBBACADADDDAABABDDBCDBBDDACDBCDCCAABBABCCACDCACDBACCBABDABADDACCDDDABCBABCAACABDADACCDDCBDCCCACAABADDCDDDDCAADBBBBCDADDDBDCADCBDCCDBDDBDBDBCAAABDACACDAACDCDDBCADCAA"
"6291","CBABCCBBBDDBBBCDCBBCBCCBACCCBCDADACDDBDDCABBCABBDCCCDCCABCCBCABADDBACDBBAABBCBCBBDCBADDADDBBBDBBACDBAABBBDCCADDCCDBCBBCDCACBCBCBCBADADABCCAACCBAABDCDBCCCCDCDCDCCBDBDABADBBADACAADDBDCADBDCABCCCDDDBDDAA"
"6292","DDDCCBBDDBDBDBADCABCBCAADDCABBACABAADCACDCDCABBCBBDAABAABAADDDDBBABBCBBBDADCCABBCBAADCDCBADABCDCBBDCACCABBDCBCACDDABCAAADADBDADBAAAAADBBCBBBCBABCBBCCADCDDCDDBBCDAADDBDBDABAADCADABBDCCCCDBCCBBACAADADCC"
"6293","ADCBDDCBABDDCAACADDADCDDCCABCDBBDCDADCBACBDDACBBBBADDDBACACACDBBBCCBDBCCABCDBCABCAACAACBACDBBDADBBBDCADCADCDCCCBBDBADDACCDBAABABABCBCDDADADACCCDABDDBADACBDADAABDCDABDBBCABDDCADAADDAABDACAAACDDABCCDBCC"
"6294","ACCABDDABBBAABCCCADCCDBBCBDDACCDADCDAABBCABADDBACABCCABCCCBCCDADBBDBCCAACBACDBBDACDCADDDBDBBDDDACDACBBBBCDDDBACCACCDCABDDCDDABDBDBCCCBAABCABBABDCCDDBBADADACDCBBDCCABBABCBBDBDDBACBDCCDDDDDCDBBBBABCDCAD"
"6295","BCDCCAADDACBCBACABCDBADADABCBBBDBBDBCDCDCACBACCCDBADCACDAAAAADADCBBCCDACADABACBCADABCDCDAABBDCBDDADCAABDCBBABCBADCCBCADCABADABABACDCDACCCDDDCBCDCDBDBBCDDBBDDDACBADDBDADCACDADBAABBBADBCDADACBCCCBCDCBBA"
"6296","ACABCABACBDBACBBCCACBCDACDDCBACACDCADADBCACCCDDDAABDBBAABCBDDABBCBCCBCDACBBCABACBDCACDCBCBBAABDABDCDDBCDBCCACDBACCBAAABCAAABDABCDBDAABBBADBDAADACBBBBDDCACDCDADDDDBBDDCAABDABADBBACBDADBDDDDABBCCBCABCDC"
"6297","ABBDCAACDDDDCCDCACDBDBBAACBADDDDDBCBAACBCADDAAABBDBDAADADDADBBBBAABCCACDADCDACCCBDDBADAAACBDADCBDBDCBBBAADABBACCDAAADCADADBDABCDBADDBCCBABBAAABBBBCCDBAADDCABADDADADDADCDDBCCDCAAAABADDAACBDBCDBCAAAACCB"
"6298","AACADCCBCBABBBACBBABDBDBAADBDACAAABCACABBADBBBABCBCBBADBCCCBCBBBCABDBADBDAABDDBCDBDDBCBBCBACBBDACDDDDDBBDCABCDADBBCCADCACAABBDDAAADDBBACDABBCBAABAACACBCABDACDBCBDABACDBBABBADADDCCABABCDACABABBBDBBCBBD"
"6299","CACABDADCDCACABDBBDBABCDCABACCDABCABACBABABDADBBBAADDDBBACCADBCDCCCBBBBACABDCADBBBCAAADCDDAADADDBBCCBAAACACDAABAADACCDADAACBABCBCACDDADABAADACABBABCCABCBBCABDAACAAACDDDCBCDCDDBACDADDBAABBCDCCBCCCDCCBA"
"6300","ABCABBCDDCABDDBABCBDDAAACDAADCBCBBBCDBDBDDABBBCACABBAABDABCBBCDDDBCABCCABDACACABBDBBBCDCADABCAADBDBADCBAABABDAABCDAABBCCDDBAAADCDBCDBBABACDDCBCCABBDCAAADDBADBDBBCCDCBCBCACABACBDDBDCCBBCDBBCBCDAAADBCDB"
"6301","ABCBDCBAACCADBBABDBDBCDCBABBBDDBADCBDDBCDCADAABBDABACADADBBCDCCAACCBACBAABBADCBCBBCCBADDBBCBDBACBCAAACDCBACCBBAABDADADACBCDADBBCDDDACDBCCDBDBBCBACBCDCDBDCCDCBBBDBADCDADADBADCDCACCDBADDBADADCCACBCABDCB"
"6302","DBBBACBCBCDDACCDDCBABBCBDDDDBBDABADABBBDADCAADBBCACDCDDDBDACDBCBACBDDAADCBDDBAACDBCDCADDACADCCBBCDDBCDDBBBACBDADCABDAABACBCDBAADACBCBAABDBAADDAACACDABACDCADDAABACCCCCDCBDCBCDCCBDBADBCBDDACBADDDDBDACBC"
"6303","BDBACCAABBACAACDDCAAADBACDDCADACCBDABABADDDCDCBABCACBAAADCDDBCAABAACBAABCCBCCAACBACADACDCCCAABDABDADDDCADCADBABABDCBDCACCBBBBDCABADBDBABCADABDBADAACAABDDCDBADCBABCAACBCDDAAADDBDBABACBCADAABABBBAAAADCA"
"6304","ACBBACABDDCBDCCADCBDBCDDAAABDDDCBADBCDBCADADDDACCDDCDBBADDABDAACDACCACCCBDDBDDCDCACCDCDCADDBDDCBDABBCDCDABCDBDCDDDADCAACBAADCDACBBBBBBAABBACCDCABDADABDCBCDBCADCABCDBDBBBDDDDCDBBDBDDBBBDABBADBACDAADBBC"
"6305","ADBAADADADCDADCDACBBBAAAADCBBADBCCAADCCCBACBACAADBDDDAABAACBBCCCCBAABABBCABCADDADCDAABDADBACCBCDCCBBBCBAACDDCCCCDBBCCBBDDBDBACCAACAAACBBCCDBACDCBADBBCBABBADACDCBCBDACCDBABCACABABAACABCCBDDDBACDCCBDABD"
"6306","CDCCCCABCBBADABDBBBABBCACDCDACACCDDBAAABABCDBDBCCADABAABBDCCBADBACCDCBCBCCABDAABCDDBCBDACDDCBACDBBCBDDBBDDDCBCCCAADCCCCCDBACDAACBCBCCDDAACBCCABADBBBDCCAABADDABBBAACCCBCBBDBCBBCBDDACCBADBCCBDAACDDBBCBC"
"6307","CCBACBBBDDCBDDDCBDDCADDABDBDDCBDDDBCAAADDDBDABBCCDBAABBBBCABABABAADBCBADDADDDABCABCBCCDACACDDAACBDCADABDDDDCABBCACCCABCBCDBCDDBDBABADBCBBCBDCDDDCCDBBBDCDCCABBCBBACDCBACACCBDCCCDDADBDACCDADBCDDAABABCBD"
"6308","DACACAAADABABBBCCDBACADDDCCACCCBACACBBCCDDDAACDBDBDAACCBAADDDDCCAACBDACCADCBDACDBCACBACADDAAAAABACBDCBDBBDBDACDBDCABAADADABAADDCBAABBCCAAABCCAAAAACDCBDAADADBADBDBCBBDBCABADCBCBACDBBDACDACBCBDBBDBDAABA"
"6309","DBBBDABBACACADADAACADADBACCCCADBAACBBAABDDDACCDBACACACDDBCBDDCBDCDACBAABBBCDACCBDDBBACDABCDDACAABABADDBABCCCBCDACBDCAABBCAADCACCCDBCDAABDDACDCADDDCADBBCAADDCDAACDBCBADABADBDBCDADCCDCDDBABCABDDBBDDDBDD"
"6310","BACDDDCBCCBCCBDDCCAADBDBACCCCDDBBABADCDDCDCDBCABADCCABADCAAAAACACACBCDAAACBDCCCBBDADCBDCDCCDADBCAACDBBADBCACBCACDADADDBDDCDABDCACCCBBDCBCCBAABCDBADCDBBACDDCDDCDCADBBCDBACBCBCCCBBCCDADDBCDCBAAAADCDABAC"
"6311","BABADBDDCCAADCBADDADACCCABACBCCDACBCABBDCBAABBAADAADBBDCDDCBABDBABDDCCDBBBAAACCBAACDABDBBABBADADBDABBABDDDBCDBBAADDADCADAADAABDAACADBDADBCACBBBAADAABADABBBDADCAABCDDCCDBBBBCCACBCDCCDADBBABDCBBBABADBDB"
"6312","AACACCDDACBDCDDDDAABDCBABADBDBDCBBDCCADACDBBCBDCAADACBABDCCABADDADABCCDBACDCDDCDADDBDACBCCCACDCBDDBCACBCDDCCABBADBBDCCBCDCAAAABCAACDDACABDBADBDCAABAABCDDBDDDDDBAACDACCCACDBBCDBDADCABDCCBACCCABADDAADAC"
"6313","CCBADDDCBDADACAADADBCCDAABACADBDADAADDAADCDBCCCDBDCBCBCCDCBAACDDACBDACDBDDAADADBDBCABDCCCADDCADBABBCCCCDAADCADBDAAADDBCDABABBDCDCBDBCCDABADBCBDBCCABDDBDBACAAACDBBBAADBDCCCACABCBBBDABBCDADCAAABBDBACDBB"
"6314","ACDABDCDDBBDDABCDAABBDAACCACBDCABBAADBCAAACDBDABAADCDBBDCBADBBACDADBADBBDBDBDACCBCDBADDCADDBBACDCBABCACDACBADCADDCCDACADDADCABDABBCBDDDBABADADBDBCDCADAAAADAABBBDADABDDCADCDAADDBBCCDBABDDDABABCDACDDCCC"
"6315","AADCDCDBBABADCDABDAADABBADBDDCACDCDAAACAACABDBDCBCBCBCCCCCABBDDBBADABCBCBBACCBADBBCACBDCCCDBDACDCBBBDBCBBDDDAACCDCBADCAACDDADDBCCBBCCDCDACCBABACADDCDCAAABBCCDBCDAACCCAACCBDBBCDBBCCDCDAACCACDACDDCAACBA"
"6316","BACBBBAADCCBDBCDADACBACCADDDBDABCDCAABAABBBABACDAAADDDCBDDDBABABDADAAABABCAAAABCDDABACADCDDAABABBCCDDACDBBBDACCCDAACACBBDBAADCDDCBBBBBCBBDABCACDCBDCDBAACABDCAABBCCBCCCBBDDDAABADADACDDBDDBADDBBBABDDCBA"
"6317","BCBBCDCADBBACABBBDDDDDCACDADAACDACBDCCBCADBAADDACBDCADACDADCCDCCCCAADDDDDABDCDDDCBBBCCDAABBBBDBDBCADCBCDCABBDACDBBCBDBACCADDCCACACAACDBACCDADDDBBCDCDDBCBCDACADAABBBCCADCCABCDAAABCAAACCBDCCBADDACBDABAA"
"6318","DDDBBADBDABAABCACADADCCBBDDCBCBCAADBBDDDDCBDCDBDABCCDABADDCDCACCCDDCDBCBCBADADDBCBAADBABAAAACBDCCBDACBADACDBBAAACBDAABBDBCCBBACABBADBCCBBAAADBCBBDBDCCABBBAABCDBABBCDCDADBBACCBDDAADACADDACCBBACADDCCADA"
"6319","CBABDBCAACACACCCBDCBAAABADDCCDDDDABBBDDDDDCACAADADCAADCBCABCDBDABBAACDBDACACBACCDBBDDADDCABDBCDBAADCBBCACBBCBDDDBDBBDBAAACCDAABDCDBDABBDBAABDACABADCABBAAACBCCCABAAACACDCCDCCDCDADABACCDBABCBDCCBBACBCDD"
"6320","ABACDDBAABDBCDCADBCBBDBDCABACDDDDCCBCACCCBCCCDDDADBDDAABDBCBCBCBCBDBDBBBDACDABBCCBCDCCBBDDCADDBDBDCDCDADAADDBBBAABACBCCBBDDAADACDDBDDCCACCBCBABDCCCDBCDABBDDCDACBDCCCCACBDACACDACCCACAADBADDCCDDBADCBCCA"
"6321","BABBBBADDCBABDCCDABBBCADCDCAADCDBCCBABBBADCACAAABCDADAABAAACCCBBDACCACABDCBDBBDABBACDBBCCADBBACBCBCCBDABABABCABDBBCBABADACBAADDCDDADCBADDCDCCDCADCABBACBCCADDADACDCCCDDBABCDBBDACCBACBCBCAADDBBCDCDCACBA"
"6322","ACBBABCDACCDDAADBCADDBACCDACACADABDBCBBCAAACADDBDCCBCDAADABDBCBCACBCBBACDBDDDAABADBDDCAAAADDABAACABCCCBCDCDABCDADAACAACAADBBABBDBACDDDACBCCADDBADCCCBAAADDDBCCDBCDBBDDCAADBDCABBDDDACCCDCACCDADDDCDCADBD"
"6323","ACCCCDBDBCDBAADCADDDBCDACAAADBDDBBBDDABABCDBDBCBBCCCABACCBABBABABBBCAACCBBADABCCCAABBBACBCABCBBCBABAABADABCDBAADDDAACDBCBBBDCABABACDCDADDACABABBDCDABBBCDCACCDCADCBBACCDCDDDACDBABCDBDACBABDDDCABCBAAAAA"
"6324","BDDDAAADCABCCADABACDACABACBCCDCACBCBABBBCBCDDACAABAAACBCDCCACBBCADCACDDDDCDCABDADBBDBADBDBBACCABCBDCCDBDBCCDBBBCCDDDDBADDDCBCCCCCADADBCDBCABBCBCBCDCBCDBCBBADDCADADCCCBCCBBBDDACACDCDBCCCCCAADBABADADDBA"
"6325","DACBBDCCADCCAACCABABDCAADADDDDBADCCABABCBCDCCDBACCBCACCBBADBCDABBAABBDDDAABBBCDCACBBBCCDBABACDCBCBBBCBCCCABDDDCBABDBBCCDCADCADCBADAABBDCBAACBABCCBAADAADDCCABCDAACBACCADDAACACACBABBAABDADCDCBCACACBCACD"
"6326","BAACCCCCBCCCBCBBDCBDADBBCBDBDBDABDCAACCDABADAADDABDABCCDBDADBDCACACDABCCDBDCDABDCDCCCADBDCDBBDABCDDDDDBBDCBBABDCBDCABAAADBCDAAACABBBCDAACDACABACABCCDCCACBDBCADDBABBBDCDCBBBAACCCAACBBDDDDCDDDBABBCBDDBB"
"6327","DCABDBBADAACCBBAADAABCBBAABDCADCDBBBDBDBDDABCADDCDBADCDDABBDCBCDDADBABACDABCABDCCBCDBBABCCAAADAABDCBDCBCBBBBDCDCDDBDCACBBDDDBCBBCBDADCCBDDCCCCCCAACCBCDCCBCBCCCDAABCDCBCBDDBBADACDCABCBDACDADDCCAAADACAB"
"6328","DDDABABCCCACDADBCDDCDCBCCBBBCBDCABBCCCBCCBCCBCBABBCBDCCDADBDCACDDBACBDADADCBBBBABDBBBAADADDBDACCCACCDDACCAAACBCABBDADCBAADBAABBDCDCAABDBBABBCAACCCCCCDADCCACBDBBABCCCACAABABCCBCCAAADDBCBCACDCCCADABABDB"
"6329","BCBCBBCCDDDABDAABACACBDADADDDBBADACCBCAACBBDDADBADCBBBADDDBBDADADACADCACDBCDDACDABADDDCDDBDBBBAACDDCCDCBBCDCDDCBCCBABADABBACCCDDCABCDAAABCCABCDBCDBCCDBBCBBAAABDBABAAACBBBBACAAAACCCDADBBDDCCCADACBCAACC"
"6330","ACABBBACDACCCABCAACBCBCBDBAACBDACBCDACCACCBADCBCCDCCCABDDBABDCABABBADAABDACCCAACAACABDDDADCDDBDCDDCCBDADAAAAABDDBABBCABCCDDCCADBABBDDCDBBDDBACDBAABAABCCACDACBADBABACDDDCADBAABBCDCABCDBAACDBDDBBBDABBDD"
"6331","CBCCBAABDDADCDCBAACBDDBABADAACBDABBCBCACADAADDDBAABABBABBDCCDACDADBCBDCBDBBBBCBDDBACBBBDDDABACBDDBBBDDDACADBCAAAAACCAABDADCDABCCABCCAAABCBBCCAABBABCCACBADDCBAACACCDDBDADBACBDDCDBDABBCDBBADBCADCBBACBBD"
"6332","ACCADDADDABCBDAACCBDDBAAACAACADDACBDCCCDBDBCDCDBBCABCADBADCACADBDADABACBADBDBDCDCCCCACADDDBADDACACBDCDCBCDBBAABBCCBBDDAACABCADABABADBACADCDDAABDDDCAAADBDCCAAACBACDDAADAADABADCBBADCCABABBBBAABADDCCDDDC"
"6333","ABBABDCDACDCCDBCDADDADBADDADCACBACABDADCBCDDACCBBCDCBBBDCAACBDCDDACAACABBABDACDAACAADBBDDCCDBCCDDBDDBBDDCCAABBDBACADDBCCDBBBADCDAACDBBBCBDBDBBABBBDDCACBCBABACDACBCDBCCABDBCCDABABBBCABCBBBBCCBAADADAABA"
"6334","BBACBCBBCDABABDCCAACBABDBBCBDAADAACCAAADCBDCBBBACBAABADDCAABAACBCCBAACCCDDDDADACBCDADBDDDCBDDCDDBBACABBACBBBABABCAABADAAACABADBDBCBCCACBADCBCACBBCCDCCDDCDDADDCDCADCCCCDDBBCBCDCBDABAABBCCADADCCADABCBDD"
"6335","CACCBBABDCACCCCCDDCBAADDCBCAABDACAACDCCBBABDAADDBBCDAADABDDCDADCDCABDBBCDBDBDACABACBCABBACCACACDAACBCCBDDBCBAADDDACABBBDCDDCABDBDBBBADAABACAABBDDACCBDDCDBDACABDACDDDDBBCCCCDDBDCACCACBDBCBCACABDCDBAACD"
"6336","DBBDCADBBBBDDBCBADCADCADBBDAACAABCDBBACACDBDACABDCDCBBCABDADDACDCACCCBBBCCCDBDABADCCCBAADDCAAACDBCDDAADCBABADADBCDBACCBDACCCABCCDABBADABCDDABCBBBCDBDCDBCCBACBBADDDCBACDADACCCABDDBBABBBADBBAABBDCCADADC"
"6337","DDCDABDABBDBDBCDAAADCDDDABDDBACACDCAADBACBCDCAABCBBBBADABDDBABCADABCADABBAACADADBCDBCCCCACCABBBABAACDCDACBBAACDAACAADDACCBCCABAADACDDBDCBDCCBBCBDDDCACCCBBDCDCDBDBCCCDBDCACBADCCADBAAADCABCBAAAACBACAAAA"
"6338","ACCCCAABADDDCADBDBBDCBAAACBAADABDADDBDABCBBDCDCBDCAACADBCACAABADBDABDDCCCDBDDBADABCABCCBDBCBCADBAAACADBCCABCABCDCADCACDCCBAADDBBCDBDCBBCABDDBDCBAACCBCCDDBDDBBBABDDCACBCBADDBABBBCDBDDADDBBDAADCBAADBBAB"
